case_id,qid,property,track,class,subtype,confidence,selection_stratum,analysis_slice,analysis_slice_precise,main_score,diagnostic_only,popularity_bucket,constraint_family,decision_constraint_type_qid,decision_constraint_type_label,decision_constraint_source,classification_rule_family,classification_rule_subfamily,truth_source,truth_token_kind,truth_tokens_preview,decision_branch,local_match_kind,local_match_source,tbox_revision_key,group_key,selected_violation_name,candidate_violation_names,mapped_report_constraint_qid,mapped_report_constraint_label,mapped_report_family,target_constraint_qid,target_constraint_label,target_constraint_selection_reason,target_constraint_selection_confidence,target_constraint_is_changed,target_constraint_is_related_family,compatible_value_overlap_with_report_qids,compatible_property_overlap_with_report_pids,compatible_language_overlap_with_report_langs,compatible_scope_overlap_with_report_values,incompatible_overlap_ignored,value_specific_without_overlap,compatible_overlap_used,compatible_overlap_reason,semantic_changed_qualifier_properties,ignored_changed_qualifier_properties,semantic_added_values,semantic_removed_values,ignored_added_values,ignored_removed_values,qualifier_filter_reason,directional_subtype_precise,set_semantics,set_operation,polarity,polarity_basis,potential_directional_subtype_precise,potential_set_semantics,potential_set_operation,potential_polarity,potential_polarity_basis,potential_directional_subtype_basis,repair_locus_correct,historical_target_well_defined,target_visible_locally,extractor_missed_local_evidence,external_evidence_required,typec_judgment,typea_judgment,typeb_judgment,tbox_judgment,core_recommendation,notes,annotator_id,annotation_timestamp_utc
repair_Q2889467_2441312395,Q2889467,P31,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,,TRUE,FALSE,tail,Q21510851,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,qid,"[""Q1573906""]",external_by_elimination,,,,ABOX::Q2889467::P31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""Q1573906""]; P31 repair for 'The Final Riot! Tour' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q100540814_1295678865,Q100540814,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,tail,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2015/si/224/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100540814::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,P8726 target deterministically derived from independent local description S.I. number/year pattern; local-derived TypeB confirmed.,1,2026-06-02T10:10:11+00:00
repair_Q107546502_2444908123,Q107546502,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,tail,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Candida prunicola""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q107546502::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q100536294_1295663860,Q100536294,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,tail,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2007/si/278/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100536294::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,P8726 target deterministically derived from independent local description S.I. number/year pattern; local-derived TypeB confirmed.,1,2026-06-02T10:10:11+00:00
reform_Q2900306_P242_1682463811,Q2900306,P242,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,,FALSE,TRUE,mid,Q21502410,Q21503250,subject type constraint,no_matching_changed_constraint,tbox_schema_causality,coincidental_schema_change,none_expected,none_expected,[],,,,TBOX::P242::1682463811,TBOX::P242::1682463811,"Type Q|2221906, Q|15221623, Q|56061, Q|484652, Q|1127126, Q|82794, Q|1190554, Q|8928, Q|52110228, Q|315, Q|3895768, Q|227936, Q|41710, Q|811979, Q|25295, Q|151885","[""Type Q|2221906, Q|15221623, Q|56061, Q|484652, Q|1127126, Q|82794, Q|1190554, Q|8928, Q|52110228, Q|315, Q|3895768, Q|227936, Q|41710, Q|811979, Q|25295, Q|151885""]",Q21503250,type constraint,type,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,no,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,"Diagnostic coincidental T-box case: changed schema does not select a target constraint matching the Type Q|2221906, Q|15221623, Q|56061, Q|484652, Q|1127126, Q|82794, Q|1190554, Q|8928, Q|52110228, Q|315, Q|3895768, Q|227936, Q|41710, Q|811979, Q|25295, Q|151885 report; no causal link is established.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q4303556_2440875959,Q4303556,P7937,A_BOX,TypeA,DELETE_AMBIGUOUS,low,TypeA_DELETE_AMBIGUOUS,diagnostic_ambiguous_delete,,FALSE,TRUE,head,Q52004125,,,classifier_rule,rule_or_logical,delete_ambiguous,none_expected,none_expected,[],delete_refined,,,,ABOX::Q4303556::P7937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q11330209_2445317178,Q11330209,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,mid,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Daphniphyllum teijsmannii""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q11330209::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q29890456_2444941612,Q29890456,P381,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,tail,Q21502404,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,numeric,"[""05891""]",external_by_elimination,,,,ABOX::Q29890456::P381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""05891""]; P381 repair for 'secondary school' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q100538984_1295670012,Q100538984,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,tail,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2014/si/335/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100538984::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,P8726 target deterministically derived from independent local description S.I. number/year pattern; local-derived TypeB confirmed.,1,2026-06-02T10:10:11+00:00
repair_Q1730530_2297189465,Q1730530,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,high,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,,TRUE,FALSE,mid,Q52004125,Q21502404,format constraint,classifier_rule,format,format_value_pruning,repair_target.new_value,numeric,"[""116245123""]",format_value_pruning,,,,ABOX::Q1730530::P8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q3067784_2310365235,Q3067784,P5838,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,head,Q21503250,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""SEPE41"", ""SEPP41"", ""SEPX41"", ""SEPZ41""]",external_by_elimination,,,,ABOX::Q3067784::P5838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""SEPE41"", ""SEPP41"", ""SEPX41"", ""SEPZ41""]; P5838 repair for 'The Black Eyed Peas Experience' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q308952_2444448124,Q308952,P749,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,,TRUE,FALSE,head,Q21503250,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,qid,"[""Q137477114""]",external_by_elimination,,,,ABOX::Q308952::P749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""Q137477114""]; P749 repair for 'Malaysia Airlines' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q55681957_2297169871,Q55681957,P8748,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,mid,Q52004125,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q55681957::P8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q12106333_P31_2440675178,Q12106333,P31,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,main_tbox_schema_update,TRUE,FALSE,head,Q21510851,Q52558054,none-of constraint,mapped_violation_constraint_changed,tbox_schema_causality,schema_update,none_expected,none_expected,[],,,,TBOX::P31::2440675178,TBOX::P31::2440675178,None of,"[""None of""]",Q52558054,none-of constraint,none_of,Q52558054,none-of constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,"[""P6607""]",,,"[""Use \""album\"" (Q482994) with \""instance of\"" (P31), use the specific form with \""form of creative work\"" (P7937).@en""]","[""Use Q482994 with P31, use the specific form with P7937@en""]",all_changed_qualifiers_are_metadata_or_irrelevant_for_family,,forbidden,unchanged,unknown,not active because final T-box subtype is non-directional,,forbidden,unchanged,unknown,unknown constraint-family polarity,causal family match without interpretable polarity,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,plausible_schema_update,needs_discussion,"T-box schema update is weak/family-level: mapped none_of target constraint Q52558054 changed, but shown qualifier changes are metadata/irrelevant ([""P6607""]). Needs discussion before treating as causal.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q312751_2334676628,Q312751,P7699,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,head,Q19474404,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""LNB:BD4i;=BJ""]",external_by_elimination,,,,ABOX::Q312751::P7699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""LNB:BD4i;=BJ""]; P7699 repair for 'Charlie Kaufman' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q105765_2297199427,Q105765,P8748,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,mid,Q52004125,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q105765::P8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q71252_2297168661,Q71252,P8748,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,head,Q52004125,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q71252::P8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q3156354_2086430607,Q3156354,P3795,A_BOX,TypeC,UNKNOWN_BAD_TARGET_OR_CONTEXT,low,TypeC_UNKNOWN_BAD_TARGET_OR_CONTEXT,diagnostic_ic_u,,FALSE,TRUE,head,Q19474404,,,classifier_rule,diagnostic_unknown,unknown_bad_target_or_context,repair_target.new_value,literal,"[""LOLRIG/""]",unknown_bad_target_or_context,,,,ABOX::Q3156354::P3795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,unclear,partial,not_applicable,maybe,unknown_or_incomplete,not_typea,not_typeb,not_tbox,needs_discussion,Bad-target/context diagnostic: repair direction for P3795 under 'Format' is not clearly justified from the card. Keep for discussion rather than main TypeC scoring.,chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q3182098_2445431242,Q3182098,P54,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_QID_TRUTH,main_ic_e_elim,,TRUE,FALSE,head,Q21510865,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,qid,"[""Q55801"", ""Q104901906""]",external_by_elimination,id_exact,FOCUS_PREREPAIR_TARGET_PROPERTY_QID,,ABOX::Q3182098::P54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""Q55801"", ""Q104901906""]; P54 repair for 'John Mitchell' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
repair_Q90269_2297175264,Q90269,P8748,A_BOX,TypeA,FORMAT_VALUE_PRUNING,high,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,,TRUE,FALSE,head,Q52004125,Q21502404,format constraint,classifier_rule,format,format_value_pruning,repair_target.new_value,numeric,"[""116729228""]",format_value_pruning,,,,ABOX::Q90269::P8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
reform_Q56250199_P282_1713906839,Q56250199,P282,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,main_tbox_schema_update,TRUE,FALSE,tail,Q21510865,Q21510859,one-of constraint,mapped_violation_constraint_changed,tbox_schema_causality,schema_update,none_expected,none_expected,[],,,,TBOX::P282::1713906839,TBOX::P282::1713906839,One of,"[""One of""]",Q21510859,one-of constraint,one_of,Q21510859,one-of constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,"[""P2305""]",,"[""Q1828555""]","[""Q8196""]",,,all_changed_qualifiers_are_semantic_for_family,,allowed,mixed,unknown,not active because final T-box subtype is non-directional,,allowed,mixed,unknown,both_added_and_removed_values,mixed qualifier-value change,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,plausible_schema_update,main,"T-box schema update: mapped one_of target constraint Q21510859 changed, but direction/polarity is not cleanly interpretable. Plausible schema-level case.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q14410310_2443596718,Q14410310,P225,A_BOX,TypeB,LOCAL_SELECTION_CONFIRMED,medium,TypeB_LOCAL_SELECTION_CONFIRMED,main_ic_g_local_selection_confirmed,,TRUE,FALSE,mid,Q21502838,,,local_context,local_evidence,local_selection_confirmed,repair_target.new_value,literal,"[""Strumigenys datissa""]",local_selection_confirmed,literal_exact_raw,FOCUS_LABEL,,ABOX::Q14410310::P225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q1025801_2443864989,Q1025801,P131,A_BOX,TypeA,SELF_LINK_REJECTION,high,TypeA_SELF_LINK_REJECTION,main_ic_l_self_link_rejection,,TRUE,FALSE,head,Q21502838,,,violation_report,self_link_report,self_link_rejection,repair_target.new_value,qid,"[""Q498443""]",self_link_rejection,,,,ABOX::Q1025801::P131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q114622900_P9559_1751255376,Q114622900,P9559,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,main_tbox_schema_update,TRUE,FALSE,tail,Q21502410,Q21502404,format constraint,mapped_violation_constraint_changed,tbox_schema_causality,schema_update,none_expected,none_expected,[],,,,TBOX::P9559::1751255376,TBOX::P9559::1751255376,Format,"[""Format"", ""Unique value""]",Q21502404,format constraint,format,Q21502404,format constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,FALSE,TRUE,format_regex_qualifier_changed,"[""P1793""]",,"[""[A-Z]{2}[A-H][0-9]{3}""]","[""[A-Z]{2}[A-G][0-9]{3}""]",,,all_changed_qualifiers_are_semantic_for_family,,unknown,mixed,unknown,not active because final T-box subtype is non-directional,,unknown,mixed,unknown,both_added_and_removed_values,mixed qualifier-value change,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,causal_schema_repair,main,T-box schema update with causal support: changed format target constraint Q21502404 and compatible report overlap is present; polarity is mixed/unknown rather than a clean directional reform. Keep as main schema-update example.,chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q47087898_2416380397,Q47087898,P4244,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,mid,Q52004125,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q47087898::P4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q31854135_2442784175,Q31854135,P373,A_BOX,TypeC,EXTERNAL_BY_ELIMINATION,medium,TypeC_EXTERNAL_BY_ELIMINATION_LITERAL_TRUTH,main_ic_e_elim,,TRUE,FALSE,mid,Q21502838,,,classifier_rule,negative_rule_and_local_scan,external_by_elimination,repair_target.new_value,literal,"[""Náměstí Míru 251 (Týn nad Vltavou)""]",external_by_elimination,,,,ABOX::Q31854135::P373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,no,yes,external_by_elimination_ok,not_typea,not_typeb,not_tbox,main,"External-by-elimination appears appropriate: no independent local match was recorded for the changed target [""Náměstí Míru 251 (Týn nad Vltavou)""]; P373 repair for 'Náměstí Míru 251' likely needs external/domain/provenance evidence beyond the supplied local graph.",chatgpt_typec_example,2026-06-02T12:00:00Z
reform_Q26387_P1296_1648181364,Q26387,P1296,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,,FALSE,TRUE,head,Q52004125,Q19474404,single-value constraint,no_matching_changed_constraint,tbox_schema_causality,coincidental_schema_change,none_expected,none_expected,[],,,,TBOX::P1296::1648181364,TBOX::P1296::1648181364,Single value,"[""Single value""]",Q19474404,single-value constraint,single_value,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,no,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic coincidental T-box case: changed schema does not select a target constraint matching the Single value report; no causal link is established.,chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q14865565_2386559161,Q14865565,P351,A_BOX,TypeA,FORMAT_VALUE_PRUNING,high,TypeA_FORMAT_VALUE_PRUNING,main_ic_l_format_value_pruning,,TRUE,FALSE,mid,Q21502404,Q21502404,format constraint,classifier_rule,format,format_value_pruning,repair_target.new_value,numeric,"[""1956""]",format_value_pruning,,,,ABOX::Q14865565::P351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,not_applicable,no,not_typec,clean_rule_or_format,not_typeb,not_tbox,main,,1,2026-06-02T10:10:11+00:00
repair_Q18332808_2439816265,Q18332808,P31,A_BOX,TypeA,SELF_LINK_REJECTION,high,TypeA_SELF_LINK_REJECTION,main_ic_l_self_link_rejection,,TRUE,FALSE,tail,Q21510851,,,violation_report,self_link_report,self_link_rejection,repair_target.new_value,qid,"[""Q7278"", ""Q176799""]",self_link_rejection,,,,ABOX::Q18332808::P31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
repair_Q137295996_2439998315,Q137295996,P2397,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,mid,Q21502404,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q137295996::P2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
reform_Q24090499_P2440_1695570929,Q24090499,P2440,T_BOX,T_BOX,COINCIDENTAL_SCHEMA_CHANGE,low,TBOX_COINCIDENTAL_SCHEMA_CHANGE,diagnostic_tbox_coincidental,,FALSE,TRUE,mid,Q21510856,Q21510851,allowed qualifiers constraint,no_matching_changed_constraint,tbox_schema_causality,coincidental_schema_change,none_expected,none_expected,[],,,,TBOX::P2440::1695570929,TBOX::P2440::1695570929,Allowed qualifiers,"[""Allowed qualifiers""]",Q21510851,allowed qualifiers constraint,allowed_qualifier,,,no_matching_changed_constraint,low,FALSE,FALSE,,,,,,FALSE,FALSE,no_type_compatible_overlap,,,,,,,,,,,,,,,,,,,no,unclear,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,coincidental_or_weak,diagnostic,Diagnostic coincidental T-box case: changed schema does not select a target constraint matching the Allowed qualifiers report; no causal link is established.,chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q100539627_1295668067,Q100539627,P8726,A_BOX,TypeB,LOCAL_TEXT_DERIVED,high,TypeB_LOCAL_TEXT_DERIVED,main_ic_g_local_text_derived,,TRUE,FALSE,tail,Q21502404,,,local_context,local_evidence,local_text_derived,repair_target.new_value,literal,"[""2014/si/489/made""]",local_text_derived,,FOCUS_DESCRIPTION,,ABOX::Q100539627::P8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,no,not_typec,not_typea,local_derived_confirmed,not_tbox,main,P8726 target deterministically derived from independent local description S.I. number/year pattern; local-derived TypeB confirmed.,1,2026-06-02T10:10:11+00:00
reform_Q106825114_P1346_1577277439,Q106825114,P1346,T_BOX,T_BOX,SCHEMA_UPDATE,medium,TBOX_SCHEMA_UPDATE,main_tbox_schema_update,main_tbox_schema_update,TRUE,FALSE,mid,Q21503250,Q21510865,value-type constraint,mapped_violation_constraint_changed,tbox_schema_causality,schema_update,none_expected,none_expected,[],,,,TBOX::P1346::1577277439,TBOX::P1346::1577277439,"Value type Q|5, Q|43229, Q|6266, Q|5107, Q|726, Q|1002697, Q|1364192, Q|486972, Q|56061, Q|95074, Q|571, Q|1004, Q|386724","[""Value type Q|5, Q|43229, Q|6266, Q|5107, Q|726, Q|1002697, Q|1364192, Q|486972, Q|56061, Q|95074, Q|571, Q|1004, Q|386724""]",Q21510865,value-type constraint,value_type,Q21510865,value-type constraint,mapped_violation_constraint_changed,high,TRUE,FALSE,,,,,,TRUE,FALSE,no_type_compatible_overlap,"[""P2308""]",,"[""Q1656682""]",,,,all_changed_qualifiers_are_semantic_for_family,,allowed,expansion,unknown,not active because final T-box subtype is non-directional,RELAXATION_ALLOWED_SET_EXPANSION,allowed,expansion,relaxation,allowed set gained values,allowed set expansion,yes,yes,unclear,not_applicable,not_applicable,not_typec,not_typea,not_typeb,plausible_schema_update,needs_discussion,"T-box schema update is plausible but weak: mapped value_type target constraint Q21510865 changed, but the concrete report arguments do not overlap the semantic changed values ([""Q1656682""]). Use as needs-discussion rather than strong causal confirmation.",chatgpt_tbox_example,2026-06-02T12:30:00Z
repair_Q137530083_2445489249,Q137530083,P2397,A_BOX,TypeA,REJECTION_FORMAT_INVALID,high,TypeA_REJECTION_FORMAT_INVALID,main_ic_l_rejection_format_invalid,,TRUE,FALSE,tail,Q21502404,Q21502404,format constraint,classifier_rule,format,rejection_format_invalid,none_expected,none_expected,[],delete_refined,,,,ABOX::Q137530083::P2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,unannotated,,,
